Dataset_Name,Rows,Columns,Column_Names,File_Type,Created_On,Pipeline_Stage,Source_File,File_Size_MB,Load_Timestamp,Status
fact_sales,113425,48,order_id | customer_id | order_status | order_purchase_timestamp | order_approved_at | order_delivered_carrier_date | order_delivered_customer_date | order_estimated_delivery_date | customer_unique_id | customer_zip_code_prefix | customer_city | customer_state | order_item_id | product_id | seller_id | shipping_limit_date | price | freight_value | product_category_name | product_name_lenght | product_description_lenght | product_photos_qty | product_weight_g | product_length_cm | product_height_cm | product_width_cm | product_category_name_english | payment_value | payment_type | payment_installments | review_id | review_score | review_comment_title | review_comment_message | review_creation_date | review_answer_timestamp | seller_zip_code_prefix | seller_city | seller_state | total_amount | delivery_days | order_year | order_month | customer_location | seller_location | payment_status | review_category | product_volume_cm3,Parquet,2026-07-16 09:18:38.417531,,,,,
fact_sales,113425,48,order_id | customer_id | order_status | order_purchase_timestamp | order_approved_at | order_delivered_carrier_date | order_delivered_customer_date | order_estimated_delivery_date | customer_unique_id | customer_zip_code_prefix | customer_city | customer_state | order_item_id | product_id | seller_id | shipping_limit_date | price | freight_value | product_category_name | product_name_lenght | product_description_lenght | product_photos_qty | product_weight_g | product_length_cm | product_height_cm | product_width_cm | product_category_name_english | payment_value | payment_type | payment_installments | review_id | review_score | review_comment_title | review_comment_message | review_creation_date | review_answer_timestamp | seller_zip_code_prefix | seller_city | seller_state | total_amount | delivery_days | order_year | order_month | customer_location | seller_location | payment_status | review_category | product_volume_cm3,Parquet,2026-07-16 09:34:38.154075,,,,,
fact_sales,113425,48,order_id | customer_id | order_status | order_purchase_timestamp | order_approved_at | order_delivered_carrier_date | order_delivered_customer_date | order_estimated_delivery_date | customer_unique_id | customer_zip_code_prefix | customer_city | customer_state | order_item_id | product_id | seller_id | shipping_limit_date | price | freight_value | product_category_name | product_name_lenght | product_description_lenght | product_photos_qty | product_weight_g | product_length_cm | product_height_cm | product_width_cm | product_category_name_english | payment_value | payment_type | payment_installments | review_id | review_score | review_comment_title | review_comment_message | review_creation_date | review_answer_timestamp | seller_zip_code_prefix | seller_city | seller_state | total_amount | delivery_days | order_year | order_month | customer_location | seller_location | payment_status | review_category | product_volume_cm3,Parquet,2026-07-27 07:01:58.594016,,,,,
fact_sales,113425,48,order_id | customer_id | order_status | order_purchase_timestamp | order_approved_at | order_delivered_carrier_date | order_delivered_customer_date | order_estimated_delivery_date | customer_unique_id | customer_zip_code_prefix | customer_city | customer_state | order_item_id | product_id | seller_id | shipping_limit_date | price | freight_value | product_category_name | product_name_lenght | product_description_lenght | product_photos_qty | product_weight_g | product_length_cm | product_height_cm | product_width_cm | product_category_name_english | payment_value | payment_type | payment_installments | review_id | review_score | review_comment_title | review_comment_message | review_creation_date | review_answer_timestamp | seller_zip_code_prefix | seller_city | seller_state | total_amount | delivery_days | order_year | order_month | customer_location | seller_location | payment_status | review_category | product_volume_cm3,Parquet,2026-07-27 07:05:46.698932,,,,,
fact_sales,113425,48,order_id | customer_id | order_status | order_purchase_timestamp | order_approved_at | order_delivered_carrier_date | order_delivered_customer_date | order_estimated_delivery_date | customer_unique_id | customer_zip_code_prefix | customer_city | customer_state | order_item_id | product_id | seller_id | shipping_limit_date | price | freight_value | product_category_name | product_name_lenght | product_description_lenght | product_photos_qty | product_weight_g | product_length_cm | product_height_cm | product_width_cm | product_category_name_english | payment_value | payment_type | payment_installments | review_id | review_score | review_comment_title | review_comment_message | review_creation_date | review_answer_timestamp | seller_zip_code_prefix | seller_city | seller_state | total_amount | delivery_days | order_year | order_month | customer_location | seller_location | payment_status | review_category | product_volume_cm3,Parquet,2026-07-31 10:04:52.505820,,,,,
fact_sales,113425,48,order_id | customer_id | order_status | order_purchase_timestamp | order_approved_at | order_delivered_carrier_date | order_delivered_customer_date | order_estimated_delivery_date | customer_unique_id | customer_zip_code_prefix | customer_city | customer_state | order_item_id | product_id | seller_id | shipping_limit_date | price | freight_value | product_category_name | product_name_lenght | product_description_lenght | product_photos_qty | product_weight_g | product_length_cm | product_height_cm | product_width_cm | product_category_name_english | payment_value | payment_type | payment_installments | review_id | review_score | review_comment_title | review_comment_message | review_creation_date | review_answer_timestamp | seller_zip_code_prefix | seller_city | seller_state | total_amount | delivery_days | order_year | order_month | customer_location | seller_location | payment_status | review_category | product_volume_cm3,Parquet,2026-08-03 05:10:25.773600,,,,,
fact_sales,113425,48,order_id | customer_id | order_status | order_purchase_timestamp | order_approved_at | order_delivered_carrier_date | order_delivered_customer_date | order_estimated_delivery_date | customer_unique_id | customer_zip_code_prefix | customer_city | customer_state | order_item_id | product_id | seller_id | shipping_limit_date | price | freight_value | product_category_name | product_name_lenght | product_description_lenght | product_photos_qty | product_weight_g | product_length_cm | product_height_cm | product_width_cm | product_category_name_english | payment_value | payment_type | payment_installments | review_id | review_score | review_comment_title | review_comment_message | review_creation_date | review_answer_timestamp | seller_zip_code_prefix | seller_city | seller_state | total_amount | delivery_days | order_year | order_month | customer_location | seller_location | payment_status | review_category | product_volume_cm3,Parquet,2026-08-03 10:25:42.533473,,,,,
fact_sales,113425,48,order_id | customer_id | order_status | order_purchase_timestamp | order_approved_at | order_delivered_carrier_date | order_delivered_customer_date | order_estimated_delivery_date | customer_unique_id | customer_zip_code_prefix | customer_city | customer_state | order_item_id | product_id | seller_id | shipping_limit_date | price | freight_value | product_category_name | product_name_lenght | product_description_lenght | product_photos_qty | product_weight_g | product_length_cm | product_height_cm | product_width_cm | product_category_name_english | payment_value | payment_type | payment_installments | review_id | review_score | review_comment_title | review_comment_message | review_creation_date | review_answer_timestamp | seller_zip_code_prefix | seller_city | seller_state | total_amount | delivery_days | order_year | order_month | customer_location | seller_location | payment_status | review_category | product_volume_cm3,Parquet,2026-08-03 10:29:38.902880,,,,,
fact_sales,113425,48,"order_id, customer_id, order_status, order_purchase_timestamp, order_approved_at, order_delivered_carrier_date, order_delivered_customer_date, order_estimated_delivery_date, customer_unique_id, customer_zip_code_prefix, customer_city, customer_state, order_item_id, product_id, seller_id, shipping_limit_date, price, freight_value, product_category_name, product_name_lenght, product_description_lenght, product_photos_qty, product_weight_g, product_length_cm, product_height_cm, product_width_cm, product_category_name_english, payment_value, payment_type, payment_installments, review_id, review_score, review_comment_title, review_comment_message, review_creation_date, review_answer_timestamp, seller_zip_code_prefix, seller_city, seller_state, total_amount, delivery_days, order_year, order_month, customer_location, seller_location, payment_status, review_category, product_volume_cm3",Parquet,,Gold,fact_sales.parquet,25.7,2026-08-06 22:35:44.129262,Success
fact_sales,113425,48,"order_id, customer_id, order_status, order_purchase_timestamp, order_approved_at, order_delivered_carrier_date, order_delivered_customer_date, order_estimated_delivery_date, customer_unique_id, customer_zip_code_prefix, customer_city, customer_state, order_item_id, product_id, seller_id, shipping_limit_date, price, freight_value, product_category_name, product_name_lenght, product_description_lenght, product_photos_qty, product_weight_g, product_length_cm, product_height_cm, product_width_cm, product_category_name_english, payment_value, payment_type, payment_installments, review_id, review_score, review_comment_title, review_comment_message, review_creation_date, review_answer_timestamp, seller_zip_code_prefix, seller_city, seller_state, total_amount, delivery_days, order_year, order_month, customer_location, seller_location, payment_status, review_category, product_volume_cm3",Parquet,,Gold,fact_sales.parquet,26.23,2026-08-07 09:07:59.549690,Success
fact_sales,113425,48,"order_id, customer_id, order_status, order_purchase_timestamp, order_approved_at, order_delivered_carrier_date, order_delivered_customer_date, order_estimated_delivery_date, customer_unique_id, customer_zip_code_prefix, customer_city, customer_state, order_item_id, product_id, seller_id, shipping_limit_date, price, freight_value, product_category_name, product_name_lenght, product_description_lenght, product_photos_qty, product_weight_g, product_length_cm, product_height_cm, product_width_cm, product_category_name_english, payment_value, payment_type, payment_installments, review_id, review_score, review_comment_title, review_comment_message, review_creation_date, review_answer_timestamp, seller_zip_code_prefix, seller_city, seller_state, total_amount, delivery_days, order_year, order_month, customer_location, seller_location, payment_status, review_category, product_volume_cm3",Parquet,,Gold,fact_sales.parquet,25.7,2026-08-07 15:09:38.924398,Success
fact_sales,113425,48,"order_id, customer_id, order_status, order_purchase_timestamp, order_approved_at, order_delivered_carrier_date, order_delivered_customer_date, order_estimated_delivery_date, customer_unique_id, customer_zip_code_prefix, customer_city, customer_state, order_item_id, product_id, seller_id, shipping_limit_date, price, freight_value, product_category_name, product_name_lenght, product_description_lenght, product_photos_qty, product_weight_g, product_length_cm, product_height_cm, product_width_cm, product_category_name_english, payment_value, payment_type, payment_installments, review_id, review_score, review_comment_title, review_comment_message, review_creation_date, review_answer_timestamp, seller_zip_code_prefix, seller_city, seller_state, total_amount, delivery_days, order_year, order_month, customer_location, seller_location, payment_status, review_category, product_volume_cm3",Parquet,,Gold,fact_sales.parquet,26.23,2026-08-07 10:36:51.655784,Success
fact_sales,113425,48,"order_id, customer_id, order_status, order_purchase_timestamp, order_approved_at, order_delivered_carrier_date, order_delivered_customer_date, order_estimated_delivery_date, customer_unique_id, customer_zip_code_prefix, customer_city, customer_state, order_item_id, product_id, seller_id, shipping_limit_date, price, freight_value, product_category_name, product_name_lenght, product_description_lenght, product_photos_qty, product_weight_g, product_length_cm, product_height_cm, product_width_cm, product_category_name_english, payment_value, payment_type, payment_installments, review_id, review_score, review_comment_title, review_comment_message, review_creation_date, review_answer_timestamp, seller_zip_code_prefix, seller_city, seller_state, total_amount, delivery_days, order_year, order_month, customer_location, seller_location, payment_status, review_category, product_volume_cm3",Parquet,,Gold,fact_sales.parquet,26.23,2026-08-07 10:39:46.808158,Success
fact_sales,113425,48,"order_id, customer_id, order_status, order_purchase_timestamp, order_approved_at, order_delivered_carrier_date, order_delivered_customer_date, order_estimated_delivery_date, customer_unique_id, customer_zip_code_prefix, customer_city, customer_state, order_item_id, product_id, seller_id, shipping_limit_date, price, freight_value, product_category_name, product_name_lenght, product_description_lenght, product_photos_qty, product_weight_g, product_length_cm, product_height_cm, product_width_cm, product_category_name_english, payment_value, payment_type, payment_installments, review_id, review_score, review_comment_title, review_comment_message, review_creation_date, review_answer_timestamp, seller_zip_code_prefix, seller_city, seller_state, total_amount, delivery_days, order_year, order_month, customer_location, seller_location, payment_status, review_category, product_volume_cm3",Parquet,,Gold,fact_sales.parquet,26.23,2026-08-07 10:43:10.731779,Success
fact_sales,113425,48,"order_id, customer_id, order_status, order_purchase_timestamp, order_approved_at, order_delivered_carrier_date, order_delivered_customer_date, order_estimated_delivery_date, customer_unique_id, customer_zip_code_prefix, customer_city, customer_state, order_item_id, product_id, seller_id, shipping_limit_date, price, freight_value, product_category_name, product_name_lenght, product_description_lenght, product_photos_qty, product_weight_g, product_length_cm, product_height_cm, product_width_cm, product_category_name_english, payment_value, payment_type, payment_installments, review_id, review_score, review_comment_title, review_comment_message, review_creation_date, review_answer_timestamp, seller_zip_code_prefix, seller_city, seller_state, total_amount, delivery_days, order_year, order_month, customer_location, seller_location, payment_status, review_category, product_volume_cm3",Parquet,,Gold,fact_sales.parquet,26.23,2026-08-07 10:46:33.106118,Success
fact_sales,113425,48,"order_id, customer_id, order_status, order_purchase_timestamp, order_approved_at, order_delivered_carrier_date, order_delivered_customer_date, order_estimated_delivery_date, customer_unique_id, customer_zip_code_prefix, customer_city, customer_state, order_item_id, product_id, seller_id, shipping_limit_date, price, freight_value, product_category_name, product_name_lenght, product_description_lenght, product_photos_qty, product_weight_g, product_length_cm, product_height_cm, product_width_cm, product_category_name_english, payment_value, payment_type, payment_installments, review_id, review_score, review_comment_title, review_comment_message, review_creation_date, review_answer_timestamp, seller_zip_code_prefix, seller_city, seller_state, total_amount, delivery_days, order_year, order_month, customer_location, seller_location, payment_status, review_category, product_volume_cm3",Parquet,,Gold,fact_sales.parquet,26.23,2026-08-07 11:00:39.973799,Success
fact_sales,113425,48,"order_id, customer_id, order_status, order_purchase_timestamp, order_approved_at, order_delivered_carrier_date, order_delivered_customer_date, order_estimated_delivery_date, customer_unique_id, customer_zip_code_prefix, customer_city, customer_state, order_item_id, product_id, seller_id, shipping_limit_date, price, freight_value, product_category_name, product_name_lenght, product_description_lenght, product_photos_qty, product_weight_g, product_length_cm, product_height_cm, product_width_cm, product_category_name_english, payment_value, payment_type, payment_installments, review_id, review_score, review_comment_title, review_comment_message, review_creation_date, review_answer_timestamp, seller_zip_code_prefix, seller_city, seller_state, total_amount, delivery_days, order_year, order_month, customer_location, seller_location, payment_status, review_category, product_volume_cm3",Parquet,,Gold,fact_sales.parquet,26.23,2026-08-07 14:14:12.635785,Success
